code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
600792.XSHG,2017/4/28,-13.72,-7.6569,1.98,2,1517.54,0.0265,-0.5485,0.0452,0.3591,7.1141,101.7079,-0.5377,0.3591,0.6461,5.6118,2.1604,-355.7855,243.7776,-2073.1533,62.2655,26.7913,-1568.6462,11.5923,-44.8273,11.5923,-44.8273,91.1759,90.7816,110.7801,-96.5768,102.7733,-98.9333,-1,-1,-1
600793.XSHG,2017/4/8,-127.98,370.589,949.09,14.86,-256.98,175.7563,-194.4017,1.3917,20.8209,0.5512,122.0984,-21.9013,20.8209,5.3829,3.7545,11.0303,-106.0747,,-110.6086,111.163,-9.4641,42.8272,1653.8975,180.3975,1653.8975,180.3975,-555.6573,-89.5917,135.46,301.8005,135.46,301.8005,-1,-1,-1
600793.XSHG,2017/4/28,-172.37,494.6722,1278.33,20.02,-346.13,-172.5092,-176.6111,-1.3964,-21.7285,0.7717,122.2411,-22.2411,-21.7285,3.3938,6.4202,12.3565,102.3783,,102.3778,128.1871,-34.6847,155.9484,88.6307,-5.1277,88.6307,-5.1277,-313.3684,3.6557,-303.9211,-199.0081,-303.9211,-199.0081,-1,1,1
600793.XSHG,2017/8/19,-128.6607,1373.302,1110.8907,7.9141,800.743,191.6896,-25.7724,5.0809,68.2005,14.135,109.1445,-9.1445,68.2005,5.4038,5.0733,10.9151,-13.4033,,-13.4449,108.9175,17.4641,-190.9795,432902,17.1097,432902,17.1097,-135.3282,51.8502,1961.2711,467.5783,1961.2711,467.5783,-1,-1,-1
600794.XSHG,2017/2/18,-576.09,309.9264,3.74,12.71,31.41,-0.578,0.1604,-0.2923,-3.0056,14.7227,93.8521,-6.8164,-3.0056,0.7274,5.669,1.9133,-113.1126,238.5238,-27.744,98.0763,-0.4958,-8.0645,248.2134,29.165,248.2134,29.165,-80.277,-209.7738,78.3436,-180.3112,76.4447,-224.7519,-1,-1,-1
600794.XSHG,2017/4/27,267.37,267.3681,3.28,7.83,54.63,-0.6925,0.074,-0.1213,-2.2785,25.9773,90.9139,-8.035,-2.2785,1.1574,9.6208,5.1915,-114.8421,216.3988,-10.6875,118.8148,-149.505,-1645.4304,82.0836,-44.6777,82.0836,-44.6777,-185.2687,34.7875,-147.845,58.0613,-280.7383,-20.0479,-1,-1,-1
600794.XSHG,2017/8/15,1696.7272,202.0005,2.4666,5.369,-45.1065,-3.6791,-0.3733,-2.0002,-47.1683,30.9277,93.5898,-38.962,-47.1683,1.0887,11.8227,7.1436,-12.5006,91.3516,10.1466,107.2103,97.6226,1522.9305,15.6274,-24.4288,15.6274,-24.4288,-252.4463,-266.4493,-357.429,-1464.462,-479.1484,-421.4008,-1,-1,-1
600795.XSHG,2017/4/11,14.81,14.2756,1.16,1.13,41.28,-0.2166,-0.5429,0.0301,0.4628,14.1884,101.7293,0.7038,0.4628,0.0751,1.5759,9.7713,-84.1758,118.4353,250.5763,112.8899,28.8822,-1670.1666,11.6287,23.1639,11.6287,23.1639,-87.1234,-94.7778,-59.5936,-95.342,79.1813,-109.6032,1,1,1
600795.XSHG,2017/4/28,13.87,13.8664,1.21,1.1,42.85,1.9486,1.8961,0.4835,8.9589,18.9337,93.4753,10.1894,8.9589,0.046,0.8551,10.3466,61.3346,34.4501,97.3048,108.9079,32.928,504.6673,4.4335,-14.2829,4.4335,-14.2829,-54.0084,1140.9458,-51.3661,1559.3236,-44.9654,999.3972,-1,-1,-1
600796.XSHG,2017/3/30,77.58,141.1423,6.26,7.53,-164.48,-0.7939,-2.7729,-0.189,-1.9204,19.3896,107.3845,-16.2729,-1.9204,3.5977,20.25,0.7983,239.6611,288.469,349.2606,126.169,9.4702,-128.2436,-38.4277,-15.1562,-38.4277,-15.1562,-209.8736,-206.499,-114.8579,-112.8781,-141.7483,-135.058,-1,-1,-1
600796.XSHG,2017/4/27,99.15,99.1452,5.38,7.33,563.32,0.676,0.2924,0.525,4.9801,20.9398,95.0512,3.8347,4.9801,0.5936,10.7136,1.4935,83.2064,-18.732,43.2604,110.393,9.4121,190.1902,-0.7841,6.2695,-0.7841,6.2695,-71.7106,125.0422,-64.6956,375.5886,-70.1441,185.0999,-1,-1,-1
600796.XSHG,2017/8/18,109.2189,77.113,4.2569,5.712,-86.3167,5.0533,4.7501,3.2653,26.0507,22.6458,92.6148,25.8231,26.0507,1.5566,10.7133,1.341,26.9109,67.1862,93.9993,101.2605,18.8919,255.809,7.7704,17.2549,7.7704,17.2549,185.6417,689.6017,172.3361,513.3535,208.1818,660.0188,-1,-1,-1
600797.XSHG,2017/4/28,46.56,77.271,7.55,4.07,-94.16,3.8461,1.3667,2.424,6.1976,17.0707,95.6135,7.6398,6.1976,2.9362,9.5357,0.6063,58.9249,43.7014,35.5342,105.1957,15.8775,361.9579,-7.54,81.4982,-7.54,81.4982,-43.394,-9.8092,-50.245,-20.55,-57.5404,-31.5246,1,1,1
600797.XSHG,2017/4/29,35.39,58.726,5.74,3.09,-71.56,0.4021,-0.4288,0.2566,1.7374,21.4859,101.7064,1.8025,1.7374,5.6192,15.7714,0.8343,-82.6049,169.866,-106.6391,125.1177,-57.0602,3343.9934,-15.6452,-64.7512,-15.6452,-64.7512,167.542,-91.6834,164.4346,-90.1187,162.9149,-89.3183,1,1,1
600798.XSHG,2017/3/28,92.09,343.0364,2.06,5.11,68.27,1.2496,1.2373,0.7237,15.6887,35.6506,81.9437,18.9099,15.6887,,4.3572,12.1674,94.692,4.4764,99.0143,81.1329,36.2271,200.6334,22.286,-16.6124,22.286,-16.6124,3519.1016,-26.2037,329.6177,-30.803,545.8746,-30.2271,1,1,1
600798.XSHG,2017/4/29,87.25,87.2546,2.84,6.81,96,0.8579,0.8508,0.454,8.3318,22.8686,90.5479,9.4574,8.3318,,3.3582,9.3858,99.1526,0.0559,99.1802,113.2647,50.0525,529.5366,58.4605,19.6877,58.4605,19.6877,918.5589,-40.1404,1241.468,-36.4369,1755.1967,-30.6145,-1,-1,-1
600800.XSHG,2017/4/27,-117.97,-289.1169,128.97,43.71,753.83,72.7576,-40.1088,9.1423,142.0878,16.1296,199.9155,-99.4161,142.0878,6.358,95.4591,-0.8201,-70.3194,0.3515,-55.1266,148.0978,-32.6303,32.6579,-18.0609,17.1834,-18.0609,17.1834,-643.365,-396.194,626.1703,1093.2279,739.0884,1352.2794,-1,-1,-1
600800.XSHG,2017/4/27,-129.41,-310.108,141.49,47.95,826.97,-14.8671,-14.8478,-2.8744,-61.4323,19.2956,156.6513,-61.3552,-61.4323,7.5541,67.1849,-0.0628,92.2175,7.6571,99.8705,116.9146,-67.3241,118.8395,-5.5069,-29.3783,-5.5069,-29.3783,-6.588,56.4154,-27.4082,-130.5336,-25.1191,-127.0689,-1,-1,-1
600801.XSHG,2017/3/24,83.16,112.9489,1.19,0.92,97.23,2.9585,3.4917,1.227,7.5085,30.0866,88.7411,12.79,7.5085,6.9955,6.5699,2.6098,101.1725,13.7582,118.0217,120.3817,31.7322,281.8406,28.6936,27.3532,28.6936,27.3532,5678.4893,124.0437,1459.9576,39.9078,1436.7531,90.5731,-1,-1,-1
600801.XSHG,2017/4/27,32.84,32.8382,1.48,1.1,8.34,0.9455,0.8373,0.2676,1.986,21.4736,97.983,2.1404,1.986,7.1298,6.8628,4.716,69.2536,4.2349,88.5561,112.8009,8.3256,412.769,61.167,-11.1396,61.167,-11.1396,136.6409,-85.1295,153.7252,-76.4962,169.5896,-67.3955,-1,1,1
600802.XSHG,2017/4/11,-14.98,-10.1917,5.19,3.21,-49.98,11.74,0.6985,1.9496,17.0926,18.7614,107.4917,19.5581,17.0926,2.1922,9.6211,5.1842,-35.9616,129.8442,5.95,125.2283,30.918,-412.6953,27.1683,73.273,27.1683,73.273,136.0967,973.087,131.9384,685.3813,146.7021,141.6617,-1,-1,-1
600802.XSHG,2017/4/25,-16.67,-11.5806,5.77,3.57,-55.62,-6.0962,-6.2956,-1.3318,-16.2564,7.2988,116.9655,-16.9655,-16.2564,3.0901,12.8099,5.8991,104.3617,,103.2706,107.6732,-29.297,172.686,69.063,-31.4242,69.063,-31.4242,42.8862,-159.4853,44.1315,-165.221,45.0422,-149.936,1,1,1
600803.XSHG,2017/3/29,27.25,17.4484,3.07,2.44,-594.57,7.2845,17.8129,1.9316,14.4613,29.1609,85.6998,37.337,14.4613,1.4506,4.6768,4.7671,80.4968,129.6759,244.5316,109.6795,28.9022,202.1103,54.7936,72.8776,54.7936,72.8776,140.0606,286.6848,5.3519,47.6156,7.5089,37.8675,1,1,1
600803.XSHG,2017/4/28,27.46,27.4624,3.13,2.23,37.09,3.949,3.8725,1.0889,11.3937,27.9903,88.2778,13.8749,11.3937,1.8982,5.1112,6.6727,83.3011,15.2975,98.0636,104.4981,10.6447,90.8079,72.7917,-26.0727,72.7917,-26.0727,233.2496,-72.5278,232.8173,-41.7545,301.5186,-43.9281,1,1,1
600804.XSHG,2017/3/31,42.32,43.2758,5.06,3.49,98.9,2.5732,2.0409,0.7701,7.0496,55.8342,92.3714,7.6444,7.0496,30.4418,15.4042,0.9625,79.8069,0.1658,79.3151,116.6998,54.8072,718.4457,2.1515,-1.1462,2.1515,-1.1462,157.8052,-28.2699,30.7281,-21.9692,33.9037,-21.1216,-1,-1,-1
600804.XSHG,2017/4/28,36.39,36.3931,4.39,3.15,126.4,2.6763,2.6645,0.8698,8.1854,52.3205,90.0262,9.6067,8.1854,27.3004,14.1952,0.5576,103.3482,-3.8043,99.56,101.0746,35.0985,351.9054,-1.294,-5.2794,-1.294,-5.2794,-7.2486,19.0346,-7.0396,9.9816,-7.2185,7.8384,-1,-1,-1
600805.XSHG,2017/3/30,100.13,55.6458,1.15,4.7,-9.74,0.3312,0.6419,0.5393,12.7742,3.9701,141.9727,10.3127,12.7742,4.5888,7.3248,5.3671,-290.3155,361.6464,193.8191,147.5302,-69.752,166.1842,1.7733,11.4955,1.7733,11.4955,524.1026,390.8846,342.1007,2930.0549,229.9566,168.8063,-1,-1,-1
600805.XSHG,2017/4/29,65.2,65.1952,1.09,4.64,-33.01,0.1259,0.1487,0.1016,2.9785,19.3569,116.8547,4.995,2.9785,4.0069,23.8756,7.1016,-370.3663,480.1269,118.1507,121.0569,22.6346,-134.2921,-4.7679,-18.1981,-4.7679,-18.1981,-42.2428,-60.379,-66.5402,-80.9267,-73.7891,-61.2246,-1,-1,-1
600806.XSHG,2017/4/25,-12.8,-21.5531,5.56,8.59,-372.05,-8.0831,-44.8237,-2.9225,-24.7237,-10.9707,186.1051,-86.2028,-24.7237,8.5338,23.0604,5.6843,626.8338,0.7112,554.539,-6.8758,-50.428,58.5656,3598.6985,321.8389,3598.6985,321.8389,17.459,-303.5528,75.7861,-35.0264,83.7225,14.5596,-1,-1,-1
600806.XSHG,2017/4/29,-10.8,-17.3345,4.69,7.25,-313.8,-15.1671,-15.3397,-2.7865,-60.9682,3.2514,161.0477,-61.81,-60.9682,16.732,36.6153,8.6654,100.1304,1.2504,101.138,121.7728,-98.4243,161.2253,-37.6166,-66.2394,-37.6166,-66.2394,-99.3924,75.7926,-103.3405,16.7469,-120.6116,-27.4713,-1,-1,-1
600807.XSHG,2017/4/26,107.51,108.3142,6.11,6.46,-40.16,2.4741,-0.924,0.4213,3.828,33.1584,99.4947,0.5753,3.7991,0.8015,7.0809,14.3832,19.5225,2.7025,-37.3487,100.6443,50.3942,9897.6123,52.4476,245.3176,52.7568,331.3735,-90.6536,-74.5474,16.5791,110.5526,67.1166,159.6673,-1,-1,-1
600807.XSHG,2017/4/26,107.51,108.3142,6.11,6.46,-40.16,0.3107,-0.8884,0.0565,1.193,36.928,90.8953,6.5062,1.1127,0.9421,6.7478,17.1252,135.4929,-38.6699,-285.9529,134.9605,-62.2294,-637.4874,54.223,-49.8709,43.844,-52.8882,481.2229,466.9679,187.1043,-85.3176,189.0599,-87.4326,-1,-1,-1
600808.XSHG,2017/3/30,-14.83,-4.5361,1.13,0.5,-19.06,2.4053,3.5852,0.7594,3.2016,10.8272,97.2267,3.6186,3.2016,1.3776,2.3798,0.8466,82.8988,25.2703,149.053,115.2445,15.3099,552.0544,47.2057,27.4678,47.2057,27.4678,124.4014,62.4271,121.0955,45.4396,121.0624,53.0816,-1,-1,-1
600808.XSHG,2017/4/26,20.43,20.4283,1.27,0.52,32.28,4.4593,4.424,1.4955,5.823,11.4412,94.4721,6.197,5.823,1.1252,1.8472,1.3639,88.0773,10.6612,99.2078,92.1982,9.4872,171.625,87.9145,13.4317,87.9145,13.4317,337.7454,94.2534,356.9708,106.306,359.0015,92.0801,-1,1,1
600809.XSHG,2017/4/28,34.39,41.6124,4.53,4.68,141.66,3.2879,3.2519,2.3191,16.6267,71.9275,76.9802,23.0392,16.6267,6.9219,14.0542,-0.8216,101.1373,0.085,98.9059,111.8671,0.7793,3.3852,-4.6177,2.7574,-4.6177,2.7574,-6.0702,54.6935,1.6823,69.4321,-0.8919,66.8947,1,1,1
600809.XSHG,2017/4/28,41.81,48.7141,5.51,5.69,172.23,9.3632,9.3534,6.3533,22.6548,71.4823,65.7105,34.2895,22.6548,18.7704,4.8736,-0.0873,100.4624,,99.8948,60.8341,-2.5874,-7.5459,48.2852,117.1436,48.2852,117.1436,81.2712,223.1778,60.8007,195.8705,58.7023,203.8042,1,1,1
600810.XSHG,2017/4/28,36.38,72.0908,1.91,0.48,15.29,0.4212,-0.1698,0.1828,0.6575,6.9955,100.3026,0.1133,0.6575,1.4207,4.2875,-0.126,-41.8097,57.4705,-40.3189,29.4096,24.4059,-8066.1865,10.2635,-9.1726,10.2635,-9.1726,-95.0259,-92.9881,-73.5416,-58.4775,-81.0072,-70.8684,-1,-1,-1
600810.XSHG,2017/4/28,31.34,64.104,1.64,0.41,13.17,1.863,1.9151,0.6995,2.2382,7.3462,98.4451,2.3216,2.2382,1.3366,2.547,1.4137,67.9484,33.5059,102.7971,59.6191,8.8077,566.4635,61.0421,21.196,61.0421,21.196,453.2095,2382.6096,524.0351,312.5491,322.8268,346.4242,-1,-1,-1
600811.XSHG,2017/4/29,30.25,31.8025,1.06,3.86,2.94,1.3187,0.6646,0.4656,7.401,6.3486,107.1741,4.1502,7.401,0.8542,3.7937,2.9183,-118.6102,187.2257,50.3976,124.7054,62.2743,-868.0395,61.2108,179.9096,61.2108,179.9096,-64.3691,40.2739,532.6221,142.167,240.4286,321.792,-1,-1,-1
600811.XSHG,2017/4/29,29.83,31.3577,1.04,3.81,2.9,0.4396,0.4217,0.1443,5.4781,1.2683,129.6671,5.4736,5.4781,1.7924,10.0992,18.5994,-516.5237,611.8229,95.9254,161.6607,-30.0073,101.1467,-12.267,-53.4526,-12.267,-53.4526,-69.0959,-38.6096,-68.4037,-65.5466,-62.9572,-66.5164,-1,-1,-1
600812.XSHG,2017/3/18,105.88,162.4361,1.91,1.33,-42.32,-0.1945,-1.5781,-0.0712,-0.5528,19.4482,104.0689,-3.7103,-0.5528,8.0496,9.984,2.7267,-2542.3616,224.0098,811.5095,92.7102,-2.3809,58.515,26.4118,4.3653,26.4118,4.3653,-378.2528,-593.1729,-137.3039,-133.7435,-133.1395,-129.8541,1,1,1
600812.XSHG,2017/4/22,183.71,183.7144,1.88,1.24,-338.98,0.2534,0.0361,0.0739,0.5742,20.7634,100.026,0.344,0.5742,10.5241,4.68,3.8323,-2.9609,42.0787,14.2378,71.0425,0.4156,-1595.8156,0.5346,2.6303,0.5346,2.6303,-54.2027,109.5162,-7.2344,206.5951,-2.8052,230.4561,1,1,1
600812.XSHG,2017/8/12,180.8123,179.5186,1.8306,1.2069,-114.4566,0.3247,0.2851,0.0995,0.9153,26.3139,99.2838,2.0241,0.9153,13.6664,4.6061,4.8452,53.8119,37.4437,87.7831,85.1902,0.8228,114.884,1.8107,-14.7579,1.8107,-14.7579,261.8027,401.5193,9.4999,35.8793,6.5425,28.2615,-1,-1,-1
600814.XSHG,2017/4/8,42.45,35.9398,3.93,1.59,-15.22,2.7987,1.7231,1.8531,5.3654,22.2834,90.9942,7.5854,5.3654,8.767,3.7822,-1.1066,114.6986,-18.0899,61.5679,103.3977,14.1508,157.1299,7.3789,51.9864,7.3789,51.9864,12.2455,88.1516,-2.3561,77.6478,7.5025,135.3737,-1,-1,-1
600814.XSHG,2017/4/28,44.54,37.7099,4.12,1.66,-15.97,1.9176,1.8458,1.3874,4.6572,22.063,91.6766,6.8883,4.6572,6.0255,6.5753,0.0814,121.0805,-20.8772,96.2535,116.4832,-6.8534,-82.3382,7.6444,-11.043,7.6444,-11.043,-23.066,-19.219,-28.6474,-22.7852,-28.4377,-28.265,-1,1,1
600814.XSHG,2017/8/15,36.1098,32.9519,2.8391,1.2066,68.9149,1.9672,1.6658,1.5346,5.741,23.1317,91.5578,8.2529,5.741,6.8251,6.5444,-0.2193,103.2276,-2.3152,84.6772,111.1153,0.9268,10.978,11.287,-12.0599,11.287,-12.0599,0.8929,5.3619,-8.5255,8.4044,-11.0439,3.2154,-1,-1,-1
600815.XSHG,2017/4/28,-5.01,-6.1771,2.43,1.94,18.3,-147.4946,-147.4774,-24.2584,-275.0073,4.1799,378.1374,-284.2493,-275.0073,13.1394,33.4875,4.7436,96.6499,2.1238,99.9883,79.714,-9.6702,3.4768,8.2102,52.5231,8.2102,52.5231,-163.9002,-536.4288,-205.8385,-642.1034,-204.8027,-647.3185,-1,-1,-1
600815.XSHG,2017/4/28,-5.53,-7.3761,2.68,2.15,20.2,5.1314,-9.4757,0.5035,3.997,10.5739,102.239,3.528,3.997,3.5944,4.1441,4.3951,-45.2742,116.6113,-184.66,124.4113,3.4271,-153.0607,-22.0285,27.3856,-22.0285,27.3856,139.5916,101.581,157.116,101.8514,127.6601,100.9377,-1,-1,-1
600816.XSHG,2017/1/25,17.19,28.4135,6.05,10.65,-54.93,6.6592,6.6547,4.7086,41.7733,0,38.1041,61.8959,41.7733,,37.8777,,89.3966,10.5435,99.9333,,55.6419,100.4982,67.5495,18.6553,67.5495,18.6553,38.2938,-13.5337,42.2098,-21.195,42.2098,-21.195,-1,-1,-1
600816.XSHG,2017/4/25,17.04,17.035,3.77,9.85,24.64,7.4935,7.4938,5.2945,62.4716,,16.701,83.299,62.4716,,15.8929,,97.482,2.5223,100.0043,,87.0001,107.1455,60.347,-5.6859,60.347,-5.6859,67.6718,26.9272,67.7349,41.0458,67.7349,41.0458,-1,1,1
600816.XSHG,2017/8/16,17.9744,20.415,4.5849,10.5687,-100.4122,4.2864,3.3206,2.975,82.4117,,25.484,74.516,82.4117,,23.5273,,95.4133,-20.3531,77.4678,,-42.0822,-44.4273,-30.7406,-56.0184,-30.7406,-56.0184,-40.5539,-60.6558,-24.5729,-41.9801,-24.5729,-41.9801,-1,-1,-1
600817.XSHG,2017/3/31,-249.07,-247.7574,34.96,346.23,-106.71,4.3786,-6.4483,-1.3353,65.1177,97.7061,-131.1485,86.4853,65.1177,,-3.3742,118.2538,733.8954,,-147.2688,112.2396,-188.3318,-81.4765,-365.2296,-171.5052,-365.2296,-171.5052,81.8535,-9148.3379,86.6861,-737.4339,134.2086,1017.0391,-1,-1,-1
600817.XSHG,2017/4/26,863.78,863.7817,29.15,530.55,-50.94,0.2518,0.2518,0.2769,31.1015,93.7148,52.5498,47.4502,31.1015,,33.8547,-1.7279,100,,100,71.1667,-64.6936,-136.3399,-36.202,128.9547,-36.202,128.9547,180.3432,115.886,114.6878,113.8293,2021.1576,-94.1161,-1,-1,-1
600818.XSHG,2017/3/18,127.54,206.6344,21.01,16.73,101.83,1.9339,1.3331,0.828,4.4305,14.9063,104.1202,-4.222,4.4305,5.5179,7.2776,-0.2334,-103.2464,-2.5497,68.9328,124.8964,10.1662,-246.7382,2.0396,-5.4714,2.0396,-5.4714,33.6011,11.7372,27.3223,-87.713,16.2226,-83.4674,-1,-1,-1
600818.XSHG,2017/4/28,101.77,101.772,15.59,13.5,-846.26,4.2594,-0.5977,2.2541,19.555,10.1396,111.6245,18.5401,19.555,6.4706,13.9594,0.9624,-59.9278,155.5082,-14.0324,95.8783,-36.5766,314.6519,-10.6688,-35.358,-10.6688,-35.358,230.7024,383.8654,702.4081,185.3125,371.6176,137.8159,-1,-1,-1
600818.XSHG,2017/8/18,61.1432,74.9862,10.7684,10.1629,462.3997,0.7343,-0.2116,0.2401,1.3253,12.7069,103.0083,-1.8792,1.3253,4.6081,9.0496,0.7439,-119.5904,44.8863,-28.8168,107.0976,-25.9162,861.4833,16.7799,58.8373,16.7799,58.8373,97.4065,-116.0995,-54.9594,-89.235,-40.3854,-81.8513,-1,-1,-1
600819.XSHG,2017/3/31,-33.01,-20.7635,2.72,2.66,48.33,6.2899,-8.5303,2.142,19.77,17.4377,133.9842,36.5,19.77,6.7866,12.6078,3.4717,-88.4853,183.5212,-135.6203,137.9146,19.5058,-57.3966,6.8605,12.7604,6.8605,12.7604,181.2781,664.2721,143.4697,299.995,166.94,473.9567,-1,-1,-1
600819.XSHG,2017/4/28,34.37,34.3697,2.57,2.64,-234.66,0.2082,-0.8689,0.1402,1.445,19.1316,102.5232,-0.0736,1.445,6.141,11.1788,2.6785,-121.0827,117.5506,-417.448,108.645,5.4381,-215.5232,3.4257,-12.3158,3.4257,-12.3158,94.7815,-100.1768,4511.6855,-93.5912,40.3558,-96.58,-1,-1,-1
600820.XSHG,2017/4/15,21.48,23.3795,1.99,1.21,-107.15,3.4484,3.048,0.9464,5.4653,12.1366,97.7159,5.6854,5.4653,0.0625,7.7658,1.5704,35.9213,53.4918,88.3897,112.2679,32.1768,1408.7369,4.5528,80.3797,4.5528,80.3797,-1.0379,44.8341,10.8741,74.7434,10.5736,74.2744,-1,-1,-1
600820.XSHG,2017/4/28,20.6,22.1903,1.91,1.16,-102.72,1.967,1.6486,0.5572,6.7872,10.5956,97.6043,7.657,6.7872,0.0966,6.8723,2.3349,27.1826,59.698,83.8118,165.1789,-16.6053,-693.1395,5.1799,-52.8907,5.1799,-52.8907,-0.5516,-36.5541,10.8098,-41.4959,10.4197,-41.4464,-1,-1,-1
600821.XSHG,2017/4/26,1395.89,961.6313,8.14,13.72,1580.71,-18.3109,-18.2392,-5.5683,-150.2265,-1,279.3063,-150.629,-150.2265,10.6552,97.4684,56.1305,119.3573,-19.0893,99.6088,98.4689,-77.4036,43.1684,-56.4414,40.4995,-56.4414,40.4995,-2898.886,-11345.3779,-19137.2773,-11123.1562,-19137.2773,-11123.1562,-1,-1,-1
600821.XSHG,2017/4/29,1174.8101,816.2019,6.85,11.55,1330.36,-6.2643,-6.2506,-1.7574,-41.4165,22.0544,141.2965,-41.0118,-41.4165,3.0968,40.99,16.8093,99.7102,-0.6873,99.7827,117.9416,-60.1666,145.6944,-25.6864,9.3048,-25.6864,9.3048,-1659.106,70.2396,-1643.4628,69.8654,-1643.4628,69.8654,-1,-1,-1
600822.XSHG,2017/4/8,-9.64,-5.8537,17.33,0.38,-53.66,-0.3548,-8.2963,0.0266,0.0369,6.0744,100.5819,0.1366,0.0369,1.652,4.5465,0.283,-131.9445,162.916,2338.2588,175.7473,7.7701,-1335.2092,-83.1969,6.193,-83.1969,6.193,100.2187,-85.0071,100.0632,-96.5075,99.8058,-112.8052,-1,-1,-1
600822.XSHG,2017/4/29,-8.87,-5.3185,15.95,0.35,-49.39,2.1548,1.9162,0.6859,0.857,5.0018,99.6122,0.9063,0.857,1.6876,2.6737,0.185,39.0189,52.1627,88.927,119.5387,-21.7055,-5596.6826,-80.5937,7.338,-80.5937,7.338,25.7403,612.1608,4.0165,2390.3894,18.0285,714.9935,-1,-1,-1
600823.XSHG,2017/3/25,7.5,9.1949,0.95,1.41,12.28,3.5626,2.2089,1.5413,23.4,50.9085,74.2417,33.9002,23.4,6.2895,3.4117,-0.2735,78.2361,24.7298,62.003,110.4128,4.5837,17.7952,-5.5749,81.5727,-5.5749,81.5727,-22.4982,2119.4668,-26.1684,6310.2031,-35.2847,3180.116,-1,-1,-1
600823.XSHG,2017/4/29,9.22,9.2187,0.99,1.42,15.24,1.2361,1.1982,0.4997,15.1999,34.7166,78.8752,20.9703,15.1999,3.8961,6.4504,0.4008,98.9313,-0.7234,96.9377,88.0292,-9.3256,-44.1454,-0.2086,-44.682,-0.2086,-44.682,46.606,-65.7809,38.6989,-64.0671,0.6721,-65.1039,-1,-1,-1
600824.XSHG,2017/3/28,49.44,39.5356,3.82,3.07,102.11,0.6966,0.3659,0.5051,2.2475,21.8059,98.0503,2.1283,2.2253,10.6636,7.3925,0.8471,63.3191,5.7983,52.5251,113.1057,7.2786,369.6227,111.1647,-11.1547,113.772,-11.2372,-30.7358,-73.7951,-30.4311,-67.3248,-29.9321,-66.6287,-1,-1,-1
600824.XSHG,2017/4/28,46.61,46.6092,3.43,2.45,148.8,2.4329,2.3253,1.7751,9.5444,34.389,87.9951,12.426,9.4074,12.4755,8.291,1.0571,96.6823,3.3911,95.5744,101.9299,16.1948,132.965,-26.1555,-16.1344,-26.4765,-16.5129,6.9991,389.655,7.3632,254.5409,7.6188,254.773,-1,-1,-1
600825.XSHG,2017/4/20,154.66,157.1089,3.52,6.13,-122.24,0.46,-0.6336,0.3083,2.3912,31.0581,102.6343,1.0317,2.3912,25.623,7.9267,-4.4746,-107.7539,149.9551,-137.7367,123.9078,48.2003,-1829.7155,9.3639,79.878,9.3639,79.878,-84.2751,256.5332,-32.2343,51.3784,-46.4339,11.5021,-1,-1,-1
600825.XSHG,2017/4/29,148.25,150.6004,3.38,5.88,-117.18,0.2791,-0.42,0.1626,2.1231,37.5956,93.7997,3.0309,2.1231,31.989,5.043,-6.4696,193.5574,-98.9397,-150.4937,74.9666,-23.6836,-381.9757,-9.9044,-41.4959,-9.9044,-41.4959,-5.2183,71.8711,8.0167,-48.0547,-18.2533,-39.1167,-1,-1,-1
600825.XSHG,2017/8/19,158.3267,153.0411,2.8525,4.9676,-64.9582,0.5413,-0.2938,0.3254,3.5106,34.4934,98.0355,2.8979,3.5106,26.7133,8.5398,-5.2362,48.2755,22.9361,-54.266,103.461,29.8957,1521.7736,-4.9484,20.5767,-4.9484,20.5767,-38.035,15.2846,-8.7527,99.3714,-17.0993,94.7907,-1,-1,-1
600826.XSHG,2017/3/11,13.57,22.4923,3,4.44,136.91,0.0566,0.0467,0.1113,0.7045,5.1388,98.4824,2.2251,0.7045,3.2658,2.4484,-2.6282,58.8497,27.4387,82.4921,101.9707,0.2821,18.5862,-2.257,18.4638,-2.257,18.4638,53.9036,-88.467,-63.7339,-95.8311,-85.8919,-98.3442,-1,-1,-1
600826.XSHG,2017/4/29,12.89,12.893,2.81,4.18,272,0.6199,0.4108,0.5123,4.0751,7.0208,99.3364,5.2149,4.0751,3.7717,2.8417,-0.3502,12.5868,86.3264,66.2698,112.0693,0.6268,94.4544,-2.1395,-21.4522,-2.1395,-21.4522,-96.3614,84.0857,-96.2214,354.354,-96.4758,974.9854,-1,-1,-1
